epoch,step,train_auc_epoch,train_loss_epoch,val_auc,val_loss
0,0,,,0.21758706867694855,7.518611907958984
0,0,0.352366179227829,7.656731605529785,,
1,1,,,0.21758706867694855,7.3956098556518555
1,1,0.3557511568069458,7.534454822540283,,
2,2,,,0.21758706867694855,7.274545669555664
2,2,0.35729774832725525,7.41398286819458,,
3,3,,,0.2151179313659668,7.155501365661621
3,3,0.35743448138237,7.295410633087158,,
4,4,,,0.2151179313659668,7.038545608520508
4,4,0.3595484793186188,7.178825378417969,,
5,5,,,0.2151179313659668,6.923733711242676
5,5,0.361884742975235,7.06430196762085,,
6,6,,,0.21264880895614624,6.811111927032471
6,6,0.36362314224243164,6.951902389526367,,
7,7,,,0.21264880895614624,6.700715065002441
7,7,0.3645293712615967,6.841678142547607,,
8,8,,,0.21264880895614624,6.592570781707764
8,8,0.36516445875167847,6.733671188354492,,
9,9,,,0.21264880895614624,6.486696243286133
9,9,0.36753854155540466,6.627915859222412,,
